,Track Name,Artist,URL,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4496,Tommy tycker om mig,Carola,https://open.spotify.com/track/63vK4u4uKwRD9KVJ5nHc46,63vK4u4uKwRD9KVJ5nHc46,0.13,0.708,232773,0.804,0.0,4,0.339,-7.106,1,0.0516,123.449,4,0.779
4497,Vandraren,Nordman,https://open.spotify.com/track/03CuKm1ugqpOYDukfxQlT0,03CuKm1ugqpOYDukfxQlT0,0.194,0.648,194200,0.95,1.82e-05,9,0.26,-7.144,0,0.0387,121.92,4,0.693
4498,Om du lämnade mig nu,Lars Winnerbäck,https://open.spotify.com/track/17q9gSD214wClyCjqrhmgH,17q9gSD214wClyCjqrhmgH,0.27,0.489,247427,0.475,0.00719,9,0.122,-11.012,1,0.0266,107.878,4,0.46
4499,Båtlåt,Robert Broberg,https://open.spotify.com/track/6bZqMRuNHt07wMtmSOQIwx,6bZqMRuNHt07wMtmSOQIwx,0.757,0.462,142920,0.347,1.77e-06,5,0.168,-10.426,1,0.0361,77.939,1,0.316
4500,"Oh, vilken härlig dag",Jill Johnson,https://open.spotify.com/track/1bjbrByni6uuPwqZvErczU,1bjbrByni6uuPwqZvErczU,0.514,0.37,225000,0.655,0.0,7,0.335,-5.422,0,0.0322,164.349,4,0.732
4501,Kärleken är evig,Lena Philipsson,https://open.spotify.com/track/6A0IZ3A7iGKF9QIOKYHwrF,6A0IZ3A7iGKF9QIOKYHwrF,0.101,0.634,188693,0.975,0.00336,4,0.115,-2.011,1,0.123,137.993,4,0.439
4502,Dé é sommar,Ronny & Ragge,https://open.spotify.com/track/0EWaUpAQtTWET3E14ye6ZV,0EWaUpAQtTWET3E14ye6ZV,0.113,0.703,237267,0.767,2.46e-06,7,0.291,-5.976,1,0.0295,127.048,4,0.632
4503,I natt är jag din,Tomas Ledin,https://open.spotify.com/track/4cXRMnq7rBZb8giHALRJs6,4cXRMnq7rBZb8giHALRJs6,0.0214,0.608,364867,0.487,0.000188,9,0.0858,-11.293,1,0.0448,89.601,4,0.697
4504,Jag vill ha en egen måne,Ted Gärdestad,https://open.spotify.com/track/29hhtyI3umoQ2dJaQgAr3z,29hhtyI3umoQ2dJaQgAr3z,0.17,0.639,198400,0.627,0.0,5,0.112,-5.385,1,0.0268,106.844,4,0.922
4505,Window Seat,Fuse ODG,https://open.spotify.com/track/3kIeJLCxDortXq05tBAbxA,3kIeJLCxDortXq05tBAbxA,0.155,0.638,231696,0.864,0.0,2,0.118,-3.855,1,0.241,125.123,4,0.572
4506,Paradise,Coldplay,https://open.spotify.com/track/7wBrglFVTNCcW6IhdgBkm1,7wBrglFVTNCcW6IhdgBkm1,0.0522,0.449,278719,0.585,8.49e-05,5,0.0833,-6.762,1,0.0268,139.627,4,0.203
4507,Viva La Vida,Coldplay,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b,1mea3bSkSGXuIRvnydlB5b,0.0941,0.485,242373,0.619,3.31e-06,5,0.109,-7.115,0,0.0289,138.017,4,0.416
4508,A Head Full Of Dreams,Coldplay,https://open.spotify.com/track/6f49kbOuQSOsStBpyGvQfA,6f49kbOuQSOsStBpyGvQfA,0.002,0.45,223773,0.92,0.0201,11,0.334,-4.982,1,0.0733,122.979,4,0.0773
4509,Yellow,Coldplay,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,3AJwUDP919kvQ9QcozQPxg,0.00239,0.429,266773,0.661,0.00013,11,0.234,-7.227,1,0.0281,173.365,4,0.285
4510,A Sky Full of Stars,Coldplay,https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ,0FDzzruyVECATHXKHFs9eJ,0.00713,0.551,268467,0.636,0.00203,6,0.217,-7.125,1,0.0281,124.996,4,0.153
4511,Everglow,Coldplay,https://open.spotify.com/track/5qfZRNjt2TkHEL12r3sDEU,5qfZRNjt2TkHEL12r3sDEU,0.456,0.535,282693,0.445,0.0677,4,0.112,-9.155,1,0.0292,146.099,4,0.136
4512,Birds,Coldplay,https://open.spotify.com/track/3HWDWyIqWuLsTHECx9DvXF,3HWDWyIqWuLsTHECx9DvXF,0.000315,0.559,229093,0.841,0.45,0,0.0816,-5.584,1,0.0334,105.009,4,0.15
4513,Up&Up,Coldplay,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,31L9yLXSj6LpCFupyMV6CR,0.0485,0.48,405320,0.718,0.000343,7,0.102,-5.461,1,0.0603,163.987,4,0.252
4514,Every Teardrop Is a Waterfall,Coldplay,https://open.spotify.com/track/6lpWMtQoGqQyEZuyIwhbkO,6lpWMtQoGqQyEZuyIwhbkO,0.00193,0.425,240796,0.733,0.00922,9,0.171,-6.883,1,0.0396,117.985,4,0.313
4515,Body Bounce,Lao Ra,https://open.spotify.com/track/1lLuhJSggOEPVfSgfa9r2n,1lLuhJSggOEPVfSgfa9r2n,0.157,0.819,187636,0.849,0.000481,9,0.198,-3.745,1,0.0934,110.005,4,0.793
4516,Magic,Coldplay,https://open.spotify.com/track/23khhseCLQqVMCIT1WMAns,23khhseCLQqVMCIT1WMAns,0.0262,0.738,285014,0.483,0.616,6,0.106,-8.915,0,0.0403,93.458,4,0.355
4517,A Little Longer,KIDDO,https://open.spotify.com/track/4ofJfEEpdRojamBiNRrc1P,4ofJfEEpdRojamBiNRrc1P,0.0176,0.67,203532,0.59,3.89e-06,8,0.103,-8.646,1,0.0543,123.023,4,0.349
4518,Paradise City,Guns N' Roses,https://open.spotify.com/track/3YBZIN3rekqsKxbJc9FZko,3YBZIN3rekqsKxbJc9FZko,0.0175,0.27,408907,0.953,0.0131,11,0.321,-8.76,1,0.0797,100.459,4,0.426
4519,Fin i bikini,Dr Kärlek,https://open.spotify.com/track/10tZablwJjnyBV8SO8lJxF,10tZablwJjnyBV8SO8lJxF,0.0588,0.465,206187,0.779,0.0,9,0.0708,-7.06,1,0.0988,122.742,4,0.917
4520,November Rain,Guns N' Roses,https://open.spotify.com/track/53968oKecrFxkErocab2Al,53968oKecrFxkErocab2Al,0.0165,0.197,537507,0.629,0.279,11,0.125,-9.291,1,0.03,79.495,4,0.221
4521,Knockin' On Heaven's Door,Guns N' Roses,https://open.spotify.com/track/7gXdAqJLCa5aYUeLVxosOz,7gXdAqJLCa5aYUeLVxosOz,0.0203,0.486,336000,0.747,0.00607,6,0.0992,-7.248,1,0.0407,132.29,4,0.368
4522,Such A Boy,Astrid S,https://open.spotify.com/track/3oIhthYPSKwAwJLA8JClkV,3oIhthYPSKwAwJLA8JClkV,0.0555,0.663,210680,0.789,1.06e-06,6,0.0828,-5.167,0,0.102,94.985,4,0.449
4523,La Colegiala,The Boy Next Door,https://open.spotify.com/track/6Yk3pZPw8hlUBMTeLLLRC1,6Yk3pZPw8hlUBMTeLLLRC1,0.00749,0.856,179094,0.868,0.00024,5,0.0643,-1.401,1,0.114,107.983,4,0.784
4524,Amy,Little Jinder,https://open.spotify.com/track/70uhImTFlRb2V69oy02o9c,70uhImTFlRb2V69oy02o9c,0.152,0.624,219093,0.656,0.00968,8,0.246,-6.633,1,0.0495,136.056,4,0.522
4525,Malibu - Alan Walker Remix,Miley Cyrus,https://open.spotify.com/track/2OJ4ICFObsG4qQ1yICrCUZ,2OJ4ICFObsG4qQ1yICrCUZ,0.00589,0.592,186549,0.815,7.22e-06,8,0.0672,-4.225,1,0.0711,139.994,4,0.41
4526,Somebody New (feat. Alexander Oscar),Faustix,https://open.spotify.com/track/6U9DkOyy5hLDTdEALgSVDX,6U9DkOyy5hLDTdEALgSVDX,0.22,0.72,190254,0.792,0.0,10,0.0945,-3.428,0,0.0348,105.031,4,0.608
4527,What Do I Do,SJUR,https://open.spotify.com/track/3SAnARTfPnAP01H0SUJ5E0,3SAnARTfPnAP01H0SUJ5E0,0.159,0.766,167767,0.758,0.0,6,0.0968,-4.556,0,0.115,103.062,4,0.519
4528,Bombadilla,The Main Level,https://open.spotify.com/track/4CnoD3XxuCJC7z0JE3SVWm,4CnoD3XxuCJC7z0JE3SVWm,0.0263,0.718,196380,0.662,5.41e-06,1,0.212,-7.684,0,0.0433,115.034,4,0.405
4529,Such A Boy,Astrid S,https://open.spotify.com/track/7jHzO2EPJzt1JgHQ80aRu0,7jHzO2EPJzt1JgHQ80aRu0,0.0573,0.659,210680,0.781,2.06e-06,6,0.0832,-5.143,0,0.122,94.98,4,0.458
4530,This Summer,Sigrid Bernson,https://open.spotify.com/track/3z7rJ0GJHDk2Yv1wA2DKvR,3z7rJ0GJHDk2Yv1wA2DKvR,0.0274,0.693,195151,0.789,3.12e-05,5,0.392,-6.629,1,0.0452,110.996,4,0.45
4531,One More in the Crowd,Thomas Sekelius,https://open.spotify.com/track/1h3vEdVj2BPSt5bA5tMAyn,1h3vEdVj2BPSt5bA5tMAyn,0.0472,0.735,194872,0.845,0.0,5,0.1,-4.639,1,0.0911,117.007,4,0.701
4532,Pumping Up Clouds,Urban Cone,https://open.spotify.com/track/1yEP2QUmAWtE1PTUFfNqFS,1yEP2QUmAWtE1PTUFfNqFS,0.0174,0.791,176179,0.779,7.65e-05,7,0.222,-3.796,1,0.0409,135.059,4,0.845
4533,Shine,Dimitri Vangelis & Wyman,https://open.spotify.com/track/3YqKe8g3NEZ1fqj4kYzta6,3YqKe8g3NEZ1fqj4kYzta6,0.145,0.554,213972,0.824,0.0,1,0.0964,-3.295,1,0.0419,128.045,4,0.235
4534,Why,Sabrina Carpenter,https://open.spotify.com/track/1byScELwcJffsdL5QWa6Yk,1byScELwcJffsdL5QWa6Yk,0.157,0.547,171096,0.551,0.0,11,0.0723,-4.924,0,0.217,89.666,4,0.633
4535,Blodröd sol,Aleks,https://open.spotify.com/track/162Zm791ZX74CnnMTVGXKS,162Zm791ZX74CnnMTVGXKS,0.172,0.62,178077,0.861,0.0,11,0.102,-6.242,0,0.139,106.048,4,0.55
4536,Lit (feat. Gucci Mane & T-Pain),Steve Aoki,https://open.spotify.com/track/38jM0AyRCPuJo9BlubIQxB,38jM0AyRCPuJo9BlubIQxB,0.0296,0.508,169730,0.803,0.0,4,0.362,-5.161,1,0.366,159.895,4,0.401
4537,Waiting For,Joakim Lundell,https://open.spotify.com/track/3wml3LYkMHQmfFzfiasmzL,3wml3LYkMHQmfFzfiasmzL,0.411,0.584,185455,0.598,0.0,6,0.107,-6.767,1,0.0409,110.027,4,0.481
4538,Vi gör det ändå,Samir & Viktor,https://open.spotify.com/track/783FqtyD7IA0QHtzmxc1LS,783FqtyD7IA0QHtzmxc1LS,0.102,0.687,178599,0.939,0.0,7,0.759,-2.464,1,0.0562,124.013,4,0.651
4539,Rain,The Script,https://open.spotify.com/track/6FemVsNUb2lzWsDRm14FUJ,6FemVsNUb2lzWsDRm14FUJ,0.229,0.681,209346,0.587,0.0,6,0.368,-7.638,1,0.11,93.002,4,0.64
4540,Tired - Kygo Remix,Alan Walker,https://open.spotify.com/track/3t0J8vI9StQD8KIBkT2Cp5,3t0J8vI9StQD8KIBkT2Cp5,0.026,0.598,240000,0.74,0.0,2,0.0895,-7.391,1,0.0684,123.945,4,0.342
4541,Allt för dig,Näääk & Nimo,https://open.spotify.com/track/4BA7nSAIvO173A1DD8MAEx,4BA7nSAIvO173A1DD8MAEx,0.0303,0.644,220710,0.775,0.0,2,0.116,-5.081,1,0.0553,94.024,4,0.355
4542,Hands,Mike Perry,https://open.spotify.com/track/0LGCloCfw3fk1XQh0zbrs1,0LGCloCfw3fk1XQh0zbrs1,0.0276,0.717,167987,0.73,0.0,0,0.341,-5.061,0,0.0489,99.986,4,0.63
4543,Something Just Like This - Tokyo Remix,Coldplay,https://open.spotify.com/track/5ffwnb6hqsKZp8cG6q90OW,5ffwnb6hqsKZp8cG6q90OW,0.00173,0.365,272987,0.86,0.00112,11,0.988,-6.996,0,0.0586,102.863,4,0.143
4544,Fuck They,Sofi Tukker,https://open.spotify.com/track/4chgBnYTuTMTytBrNhO6IO,4chgBnYTuTMTytBrNhO6IO,0.0793,0.837,184453,0.58,0.00122,7,0.667,-9.367,1,0.108,126.973,4,0.74
4545,Body,Loreen,https://open.spotify.com/track/6YrLzHKmPsHWQaNqCKq8Go,6YrLzHKmPsHWQaNqCKq8Go,0.0875,0.624,212220,0.652,0.0171,6,0.217,-8.665,0,0.0457,132.059,4,0.105
4546,Hypnotised - EP Mix,Coldplay,https://open.spotify.com/track/7HBnZdg7fIQwqMhQhci0VV,7HBnZdg7fIQwqMhQhci0VV,0.399,0.495,391414,0.639,0.852,5,0.099,-6.591,1,0.0357,120.047,4,0.0783
4547,Stäcka,Yasin,https://open.spotify.com/track/4lnlrSpwIA5ip0Jtrl3yQH,4lnlrSpwIA5ip0Jtrl3yQH,0.43,0.798,266007,0.599,0.0,6,0.147,-3.649,0,0.137,123.002,4,0.577
4548,Perfect Strangers,Jonas Blue,https://open.spotify.com/track/3LFbTLSRuBLeUdu8lKSnus,3LFbTLSRuBLeUdu8lKSnus,0.363,0.726,195313,0.829,0.0,1,0.26,-5.047,1,0.0507,118.045,4,0.698
4549,Hands,Mike Perry,https://open.spotify.com/track/1s7voXUxRTw98pmy1J8urv,1s7voXUxRTw98pmy1J8urv,0.0314,0.722,167987,0.731,0.0,0,0.338,-5.076,0,0.0506,100.008,4,0.599
4550,Från och med Du,Oskar Linnros,https://open.spotify.com/track/6sjGsKuInpaK3uoaWGe22W,6sjGsKuInpaK3uoaWGe22W,0.0224,0.599,193360,0.803,0.0342,10,0.0909,-6.695,1,0.0507,143.013,4,0.392
4551,Bad girl,Blizzy,https://open.spotify.com/track/5KyH1Ee4owGW96o8AhTJxb,5KyH1Ee4owGW96o8AhTJxb,0.332,0.717,194559,0.748,1.25e-06,0,0.11,-6.475,0,0.046,109.945,4,0.309
4552,Helt seriöst,Kaliffa,https://open.spotify.com/track/6uucB29G6Y7LThzNfuRkiw,6uucB29G6Y7LThzNfuRkiw,0.0779,0.617,183260,0.652,8.08e-05,10,0.1,-5.932,0,0.0643,111.151,4,0.595
4553,Call Me,NEIKED,https://open.spotify.com/track/4BATUkk8UMuiMb6lr5CH5G,4BATUkk8UMuiMb6lr5CH5G,0.0965,0.592,182039,0.538,0.0,8,0.314,-6.701,1,0.0589,106.136,4,0.658
4554,Hey Baby - Remix,Lamix,https://open.spotify.com/track/5KN6UJklrnBWR0NXXnt4Vz,5KN6UJklrnBWR0NXXnt4Vz,0.61,0.618,162311,0.642,0.0,5,0.0915,-4.317,0,0.0858,98.383,4,0.818
4555,She's On My Mind,JP Cooper,https://open.spotify.com/track/2nuveZFpiOildSCxXuL44C,2nuveZFpiOildSCxXuL44C,0.0218,0.633,178240,0.838,0.0,4,0.386,-6.12,0,0.0909,92.043,4,0.741
4556,Drowning,KREAM,https://open.spotify.com/track/5xey3cl8y5fWst3EKgPFk8,5xey3cl8y5fWst3EKgPFk8,0.0402,0.626,196712,0.793,0.0,8,0.0909,-5.522,1,0.0441,97.011,4,0.408
4557,Caramel,Z.E,https://open.spotify.com/track/2hERd854sHNp9fX139mEFs,2hERd854sHNp9fX139mEFs,0.411,0.605,202887,0.546,0.0,8,0.173,-11.453,1,0.44,126.375,5,0.621
4558,Fakkboi (Mytikas 2017),BEK & Wallin,https://open.spotify.com/track/6I2YxUXKKMKaTy83Lm8peq,6I2YxUXKKMKaTy83Lm8peq,0.204,0.792,148248,0.795,0.0,0,0.157,-5.12,0,0.0994,101.961,4,0.895
4559,Dance With You,Marcus & Martinus,https://open.spotify.com/track/6a9Yc4mnNameCjDEdfpXSv,6a9Yc4mnNameCjDEdfpXSv,0.132,0.778,201720,0.83,0.0,11,0.0777,-3.618,0,0.0496,112.973,4,0.615
4560,Pang Pang,Labyrint,https://open.spotify.com/track/4b0P9EnFGvRE5o96OH9xtf,4b0P9EnFGvRE5o96OH9xtf,0.565,0.58,245053,0.7,0.0,3,0.0878,-4.647,0,0.304,129.242,5,0.745
4561,Heaven,State of Sound,https://open.spotify.com/track/4AQJm8HDhf0Z0y1bCnbQO6,4AQJm8HDhf0Z0y1bCnbQO6,0.0102,0.666,247541,0.805,0.00423,6,0.114,-4.503,0,0.0366,128.03,4,0.568
4562,Ramlar,Håkan Hellström,https://open.spotify.com/track/6BvtcJlv2kdlUodAt7PD6c,6BvtcJlv2kdlUodAt7PD6c,0.00121,0.128,196867,0.976,0.0,0,0.317,-4.144,1,0.0845,168.276,4,0.329
4563,Sober,Cheat Codes,https://open.spotify.com/track/4LSkEJ5P5MV0y3PZqw7guJ,4LSkEJ5P5MV0y3PZqw7guJ,0.301,0.518,162925,0.577,0.0,1,0.0639,-8.053,1,0.0621,79.253,3,0.462
4564,Nu kan du få mig så lätt,Håkan Hellström,https://open.spotify.com/track/2ENzbkJJShkj1d9mPKofQ9,2ENzbkJJShkj1d9mPKofQ9,0.281,0.282,268333,0.587,2.82e-06,8,0.277,-5.662,1,0.0306,78.552,4,0.168
4565,Please Keep Loving Me,James TW,https://open.spotify.com/track/1rp1lRbL41qnlw354j8iTp,1rp1lRbL41qnlw354j8iTp,0.127,0.553,195920,0.482,1.3e-06,5,0.108,-8.426,1,0.0654,176.045,4,0.307
4566,Pärlor,Håkan Hellström,https://open.spotify.com/track/0Kk7kohYw6pxdD6EqFN6xG,0Kk7kohYw6pxdD6EqFN6xG,0.355,0.527,313727,0.87,0.000109,2,0.383,-5.746,1,0.108,119.999,4,0.306
4567,Tro och tvivel,Håkan Hellström,https://open.spotify.com/track/4gTeTt1IuGrOLaJeRP5wUw,4gTeTt1IuGrOLaJeRP5wUw,0.127,0.475,338640,0.724,0.0014,0,0.0988,-6.51,1,0.0427,128.51,4,0.507
4568,Jag får inte nog,Danny Saucedo,https://open.spotify.com/track/3ci54ALghP4tulQ1yO0rFj,3ci54ALghP4tulQ1yO0rFj,0.0371,0.545,183889,0.767,1.28e-05,2,0.291,-7.107,1,0.12,99.325,4,0.547
4569,Cardio,Dani M,https://open.spotify.com/track/5u2wMciR6CrmTK0btZAu0K,5u2wMciR6CrmTK0btZAu0K,0.0599,0.851,184000,0.668,0.0,11,0.102,-6.408,0,0.0893,120.025,4,0.501
4570,Just Friends,G-Eazy,https://open.spotify.com/track/0SDJmLCAWqHTo9bfKRAiRw,0SDJmLCAWqHTo9bfKRAiRw,0.145,0.456,218456,0.808,0.0,4,0.0632,-5.653,0,0.391,88.073,4,0.162
4571,La Dolce Vita,Madi Banja,https://open.spotify.com/track/6NVXp01lccGuOH1cXh47ao,6NVXp01lccGuOH1cXh47ao,0.029,0.536,201600,0.533,0.000493,0,0.384,-7.994,0,0.116,133.293,5,0.324
4572,Breaking Kind,Steve Angello,https://open.spotify.com/track/1R5hsuowHJztnQE2lvLTJq,1R5hsuowHJztnQE2lvLTJq,0.126,0.458,200627,0.742,0.0,4,0.232,-5.125,0,0.101,94.785,4,0.248
4573,brand new eyes,Bea Miller,https://open.spotify.com/track/0msFMpyMu9xxkpEg1ipSst,0msFMpyMu9xxkpEg1ipSst,0.658,0.588,207437,0.654,2.86e-05,5,0.102,-7.063,1,0.0558,120.052,4,0.74
4574,Without You (feat. Sandro Cavazza),Avicii,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL,6Pgkp4qUoTmJIPn7ReaGxL,0.0018,0.653,181673,0.863,0.0,2,0.0406,-4.799,1,0.0457,134.004,4,0.276
4575,So Much Better - Avicii Remix,Avicii,https://open.spotify.com/track/2hPLfPxvRUfXKNGD3VcJnT,2hPLfPxvRUfXKNGD3VcJnT,0.239,0.781,157153,0.671,0.395,6,0.199,-5.612,0,0.0784,109.962,4,0.26
4576,Breathe,Astrid S,https://open.spotify.com/track/6xH0uUKbHZsMefcoUPTuV8,6xH0uUKbHZsMefcoUPTuV8,0.0351,0.737,211758,0.734,0.000108,1,0.168,-5.794,1,0.0562,96.987,4,0.518
4577,Fireproof,VAX,https://open.spotify.com/track/7lx4PtPvS63cuNuLvCBxD5,7lx4PtPvS63cuNuLvCBxD5,0.85,0.63,191208,0.303,0.0,11,0.0718,-9.457,1,0.0402,97.918,4,0.527
4578,Hurtin' Me,Stefflon Don,https://open.spotify.com/track/2VoJe7vkKkigs7C3CGnSXL,2VoJe7vkKkigs7C3CGnSXL,0.0893,0.539,212815,0.801,4.05e-05,0,0.152,-4.962,1,0.167,203.681,4,0.816
4579,Summer Of Love,NOTD,https://open.spotify.com/track/4uw3tHPjnriyikT4S3mXc2,4uw3tHPjnriyikT4S3mXc2,0.0325,0.642,198845,0.7,0.00017,8,0.091,-5.572,1,0.0489,144.98,4,0.304
4580,Området,Yasin,https://open.spotify.com/track/7nSR9og6LeW3rkBu5nGSER,7nSR9og6LeW3rkBu5nGSER,0.68,0.882,158457,0.525,0.0,5,0.0912,-8.542,0,0.422,94.045,4,0.584
4581,Jungle,Loreen,https://open.spotify.com/track/7fUvYIAGXT1gpNzzX8FVFS,7fUvYIAGXT1gpNzzX8FVFS,0.198,0.622,250880,0.629,4.85e-06,0,0.678,-6.834,0,0.0523,152.036,4,0.633
4582,Only You - KREAM Remix,Zara Larsson,https://open.spotify.com/track/5mMchLiMiVmZETS4sp0Yfk,5mMchLiMiVmZETS4sp0Yfk,0.0159,0.675,207373,0.798,0.00012,5,0.0633,-5.214,0,0.05,99.055,4,0.366
4583,Viento,Gianluca Vacchi,https://open.spotify.com/track/6ldrrA9dkZjIrX4wUOXTz2,6ldrrA9dkZjIrX4wUOXTz2,0.0037,0.659,228690,0.971,0.0129,3,0.0926,-3.818,0,0.0527,126.014,4,0.343
4584,Casual,Alex Adair,https://open.spotify.com/track/5RaWsp47C42mNwpv3CleTu,5RaWsp47C42mNwpv3CleTu,0.0219,0.707,187352,0.823,2.17e-05,2,0.0999,-6.022,0,0.106,110.992,4,0.469
4585,Waiting For Love,Avicii,https://open.spotify.com/track/6nsLzJfvp5OLd4mgqUJkpq,6nsLzJfvp5OLd4mgqUJkpq,0.298,0.577,230613,0.741,0.0,6,0.142,-3.83,0,0.0501,128.081,4,0.581
4586,Something Right,Andreas Moe,https://open.spotify.com/track/5ncwOtvAQfqfvZIbTQD91n,5ncwOtvAQfqfvZIbTQD91n,0.28,0.731,243583,0.738,0.0,2,0.711,-5.675,1,0.0634,95.02,4,0.598
4587,Levels - Radio Edit,Avicii,https://open.spotify.com/track/5B03nSG8pLE48jh7kmasuL,5B03nSG8pLE48jh7kmasuL,0.0476,0.579,201920,0.887,0.828,1,0.294,-5.961,0,0.0334,126.041,4,0.472
4588,Hey Brother,Avicii,https://open.spotify.com/track/3zKST4nk4QJE77oLjUZ0Ng,3zKST4nk4QJE77oLjUZ0Ng,0.0309,0.545,255093,0.78,4.64e-05,7,0.0828,-4.867,0,0.0436,125.014,4,0.458
4589,Bra man,Blen,https://open.spotify.com/track/4QcEnycs2o91ex5IOQ2gr2,4QcEnycs2o91ex5IOQ2gr2,0.68,0.633,204000,0.557,0.0,2,0.12,-7.751,0,0.324,139.902,4,0.819
4590,Heezahoe,Mange Schmidt,https://open.spotify.com/track/42PlzcJ6YsVNdm6qq4uoN7,42PlzcJ6YsVNdm6qq4uoN7,0.0327,0.702,183549,0.776,0.0,11,0.301,-9.428,0,0.0691,116.997,4,0.808
4591,The Nights,Avicii,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc,0ct6r3EGTcMLPtrXHDvVjc,0.0181,0.528,176658,0.852,0.0,6,0.242,-5.294,1,0.0435,126.012,4,0.647
4592,Spontanitet,Kaliffa,https://open.spotify.com/track/7nriQOQo6oaMoD3ZBBP7cX,7nriQOQo6oaMoD3ZBBP7cX,0.181,0.831,194989,0.79,0.0,0,0.332,-6.123,1,0.0546,116.013,4,0.731
4593,Little of Your Love - BloodPop® Remix,HAIM,https://open.spotify.com/track/67M8Sg4R7bEidOf0cag0Ld,67M8Sg4R7bEidOf0cag0Ld,0.143,0.656,204680,0.855,0.0,1,0.333,-3.087,0,0.0582,112.047,4,0.504
4594,Kasse,Aden,https://open.spotify.com/track/1svVszZtjwyAurNFPgcIzN,1svVszZtjwyAurNFPgcIzN,0.368,0.749,186408,0.586,0.0,10,0.0676,-10.44,0,0.0979,102.969,4,0.559
4595,Ekta,Denz,https://open.spotify.com/track/1iGo1F5FKIDGf1fiKMHUIk,1iGo1F5FKIDGf1fiKMHUIk,0.00324,0.726,191595,0.788,2.87e-06,2,0.196,-6.008,1,0.042,102.013,4,0.44
4596,I Miss You,Rocky Wellstack,https://open.spotify.com/track/7AWkOWiIioHEojyqZiZiTh,7AWkOWiIioHEojyqZiZiTh,0.114,0.655,180000,0.73,8.71e-06,5,0.206,-6.254,1,0.0345,99.971,4,0.65
4597,Rygg mot rygg,Molly Sandén,https://open.spotify.com/track/3hxOl3gt7LxHV9b75UKuKO,3hxOl3gt7LxHV9b75UKuKO,0.0649,0.778,206549,0.678,0.0,4,0.0948,-7.246,0,0.0413,105.059,4,0.63
4598,Tusen Bitar,Kamferdrops,https://open.spotify.com/track/1FrGraOrJtVmK7aXA6lbej,1FrGraOrJtVmK7aXA6lbej,0.129,0.652,231680,0.637,0.000263,4,0.119,-4.539,1,0.0458,131.977,4,0.414
4599,One More Time,Benjamin Ingrosso,https://open.spotify.com/track/5PXEj5bJ1VFQemUhuJ8BSA,5PXEj5bJ1VFQemUhuJ8BSA,0.0176,0.68,182560,0.739,0.0,10,0.108,-4.887,1,0.0425,105.006,4,0.534
4600,Place We Were Made,Maisie Peters,https://open.spotify.com/track/0xKGPkn1RLsVifjDs4183v,0xKGPkn1RLsVifjDs4183v,0.809,0.36,185274,0.348,0.0,0,0.172,-9.107,1,0.0392,180.053,3,0.307
4601,One,Nano,https://open.spotify.com/track/61W1tnl7e2ZCP01atVHCiD,61W1tnl7e2ZCP01atVHCiD,0.00988,0.654,224722,0.797,0.0,11,0.0981,-3.926,0,0.0346,108.03,4,0.578
4602,Shut Up And Let Me Walk,Off Bloom,https://open.spotify.com/track/5lmetcbE0WX5XySNYgmEgL,5lmetcbE0WX5XySNYgmEgL,0.02,0.583,179047,0.735,0.0,10,0.271,-4.382,0,0.196,178.671,4,0.63
4603,Vi Är (Till Mamma),De Vet Du,https://open.spotify.com/track/0BO8rseiaIThk6JFEgql5I,0BO8rseiaIThk6JFEgql5I,0.115,0.835,190781,0.82,0.0,1,0.0414,-4.779,1,0.0363,127.976,4,0.697
4604,That's Not Us,Beatrice Eli,https://open.spotify.com/track/3B5Gcq2VDjfsT7nqQkN0J3,3B5Gcq2VDjfsT7nqQkN0J3,0.102,0.686,283587,0.518,0.000704,9,0.0987,-9.859,0,0.0442,115.936,4,0.135
4605,Porcelain,Shout Out Louds,https://open.spotify.com/track/5b4FstYLi5SmHjI2kZiThh,5b4FstYLi5SmHjI2kZiThh,0.0033,0.527,209627,0.651,0.108,1,0.152,-7.29,0,0.0373,122.08,4,0.564
4606,Broken Glass,Rachel Platten,https://open.spotify.com/track/75hxLeRF6ykQcE55Lvp2ka,75hxLeRF6ykQcE55Lvp2ka,0.144,0.672,179427,0.755,0.0,1,0.502,-3.54,0,0.11,91.996,4,0.357
4607,Shurdaslakt,Clueless Swede,https://open.spotify.com/track/7El2vEmipKVcOo6thhhTzD,7El2vEmipKVcOo6thhhTzD,0.218,0.66,301685,0.845,0.0,6,0.127,-7.364,1,0.338,88.738,4,0.779
4608,Oavsett,Oskar Linnros,https://open.spotify.com/track/08zOhhRo5RWwp8sJSMaKWj,08zOhhRo5RWwp8sJSMaKWj,0.104,0.609,239701,0.666,0.327,8,0.298,-9.9,1,0.0522,154.965,4,0.528
4609,Rudeboy Love,Kapten Röd,https://open.spotify.com/track/2FUkfqsCAFt58Ued9Dhd3C,2FUkfqsCAFt58Ued9Dhd3C,0.361,0.609,220202,0.561,0.0,9,0.312,-7.166,1,0.0974,149.86,4,0.537
